,"last_name, first_name",player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
457,"Bummer, Aaron",607481,CWS,ST,Sweeper,1.1,5,418,38.0,117,0.16,0.245,0.23,44.8,46.2,29.2,0.152,0.221,0.216,30.8
458,"Payamps, Joel",606303,MIL,SL,Slider,1.0,5,490,43.8,117,0.192,0.279,0.26,28.6,31.6,21.6,0.196,0.269,0.247,27.5
459,"Medina, Luis",665622,OAK,SL,Slider,-1.2,-6,462,23.8,117,0.233,0.456,0.349,48.2,40.2,26.9,0.202,0.339,0.284,50.9
460,"Bielak, Brandon",656232,HOU,FF,4-Seam Fastball,-1.7,-7,423,30.5,117,0.276,0.51,0.415,16.0,16.2,17.4,0.262,0.496,0.379,54.4
461,"Ortiz, Luis L.",682847,PIT,SI,Sinker,2.1,9,414,28.3,117,0.291,0.34,0.323,13.5,4.3,15.6,0.323,0.483,0.378,51.0
462,"Yates, Kirby",489446,ATL,FS,Split-Finger,1.9,9,471,44.5,116,0.16,0.22,0.243,34.3,29.3,22.2,0.222,0.327,0.295,34.3
463,"Sears, JP",676664,OAK,CH,Changeup,0.4,2,434,15.1,116,0.277,0.438,0.337,22.5,9.5,13.1,0.31,0.518,0.364,44.6
464,"Gray, Josiah",680686,WSH,SI,Sinker,-0.5,-3,483,17.2,116,0.313,0.385,0.383,13.8,11.2,10.7,0.318,0.483,0.404,38.6
465,"Bummer, Aaron",607481,CWS,SI,Sinker,-0.8,-4,498,45.3,115,0.323,0.452,0.403,15.4,9.6,12.4,0.297,0.397,0.372,54.2
466,"Doval, Camilo",666808,SF,SL,Slider,1.6,7,412,36.2,115,0.173,0.296,0.276,49.3,41.7,31.4,0.156,0.277,0.254,29.4
467,"Wesneski, Hayden",669713,CHC,FF,4-Seam Fastball,-1.6,-7,438,29.6,115,0.327,0.636,0.438,16.5,15.7,14.5,0.326,0.633,0.423,49.4
468,"Freeland, Kyle",607536,COL,FF,4-Seam Fastball,0.1,0,444,18.4,115,0.239,0.431,0.32,12.7,8.7,9.7,0.251,0.388,0.287,35.6
469,"Woodford, Jake",663765,STL,SI,Sinker,-0.3,-1,456,50.2,114,0.299,0.536,0.401,11.0,12.3,13.9,0.305,0.511,0.394,47.1
470,"Gomber, Austin",596295,COL,CH,Changeup,-0.2,-1,390,18.1,114,0.296,0.509,0.36,19.9,7.0,10.5,0.277,0.477,0.336,32.7
471,"Muller, Kyle",666205,OAK,SL,Slider,-0.8,-3,368,25.3,114,0.293,0.475,0.362,24.2,15.8,16.8,0.276,0.487,0.362,29.4
472,"Blanco, Ronel",669854,HOU,SL,Slider,1.5,7,440,48.6,114,0.189,0.321,0.26,42.6,28.1,21.6,0.197,0.326,0.256,23.0
473,"Honeywell, Brent",641703,CWS,FF,4-Seam Fastball,-0.3,-1,444,47.1,114,0.27,0.416,0.386,16.1,11.4,11.4,0.319,0.509,0.428,50.6
474,"McHugh, Collin",543521,ATL,FC,Cutter,0.0,0,466,45.8,113,0.33,0.392,0.37,22.6,9.7,11.7,0.309,0.409,0.363,31.0
475,"Ginkel, Kevin",656464,AZ,FF,4-Seam Fastball,-0.1,0,499,47.3,113,0.229,0.375,0.319,24.2,19.5,15.0,0.252,0.472,0.357,38.7
476,"Sandlin, Nick",680704,CLE,SL,Slider,1.5,7,500,49.6,113,0.154,0.356,0.253,38.5,29.2,19.9,0.167,0.32,0.239,25.0
477,"Minter, A.J.",621345,ATL,FC,Cutter,-0.7,-3,413,38.9,113,0.255,0.377,0.309,37.6,33.6,28.6,0.232,0.369,0.284,34.8
478,"Webb, Jacob",657097,BAL,FF,4-Seam Fastball,1.6,7,450,48.5,113,0.185,0.326,0.304,29.7,27.4,23.1,0.238,0.408,0.349,54.8
479,"Scherzer, Max",453286,TEX,SL,Slider,-0.2,-1,414,16.8,113,0.25,0.545,0.336,36.4,29.2,22.6,0.245,0.464,0.301,35.4
480,"Alzolay, Adbert",640470,CHC,SL,Slider,2.2,10,433,45.0,113,0.194,0.311,0.26,40.6,33.6,24.7,0.213,0.333,0.264,34.3
481,"Cabrera, Edward",665795,MIA,CU,Curveball,-1.0,-4,420,23.3,113,0.24,0.38,0.319,38.0,45.1,33.1,0.185,0.3,0.263,44.9
482,"Varland, Louie",686973,MIN,FF,4-Seam Fastball,0.4,2,466,42.7,113,0.267,0.533,0.37,23.7,26.5,20.7,0.235,0.447,0.316,53.3
483,"Yarbrough, Ryan",642232,LAD,CU,Curveball,-0.1,0,371,26.1,112,0.208,0.386,0.296,38.2,34.8,22.5,0.206,0.365,0.287,27.4
484,"Marsh, Alec",679525,KC,FF,4-Seam Fastball,-0.2,-1,500,37.3,112,0.256,0.523,0.41,25.8,28.6,23.4,0.241,0.489,0.394,41.8
485,"Gray, Sonny",543243,MIN,CU,Curveball,0.9,4,476,16.9,112,0.257,0.371,0.307,28.2,19.6,19.5,0.263,0.421,0.316,43.4
486,"Skubal, Tarik",669373,DET,FF,4-Seam Fastball,2.3,10,438,36.0,112,0.206,0.299,0.248,25.6,37.5,25.6,0.19,0.289,0.226,43.1
487,"Taillon, Jameson",592791,CHC,CU,Curveball,-0.4,-1,377,14.9,112,0.198,0.349,0.269,20.0,27.7,19.5,0.215,0.423,0.289,40.3
488,"Gallegos, Giovanny",606149,STL,SL,Slider,-0.6,-3,409,46.3,112,0.214,0.447,0.319,50.6,31.3,22.2,0.228,0.417,0.305,36.2
489,"Tonkin, Michael",543859,ATL,SL,Slider,0.1,0,478,37.3,112,0.196,0.304,0.277,30.4,24.1,14.8,0.212,0.286,0.255,30.3
490,"Ottavino, Adam",493603,NYM,SI,Sinker,0.7,3,386,37.7,111,0.242,0.374,0.343,16.6,21.6,20.9,0.227,0.366,0.332,50.7
491,"Gallegos, Giovanny",606149,STL,FF,4-Seam Fastball,-0.2,-1,443,50.2,111,0.267,0.448,0.32,20.1,21.6,17.5,0.267,0.454,0.319,56.6
492,"Phillips, Evan",623465,LAD,ST,Sweeper,2.9,12,416,45.5,111,0.111,0.194,0.165,42.1,43.2,29.4,0.169,0.267,0.196,37.7
493,"Cease, Dylan",656302,CWS,CU,Curveball,-2.4,-12,495,15.2,111,0.298,0.538,0.386,24.9,20.7,19.8,0.292,0.514,0.362,42.7
494,"Peralta, Wandy",593974,NYY,CH,Changeup,0.9,4,390,44.4,111,0.185,0.337,0.323,36.8,24.3,21.6,0.243,0.386,0.343,32.3
495,"Karinchak, James",675916,CLE,FF,4-Seam Fastball,-1.4,-6,413,56.3,111,0.222,0.407,0.367,24.7,25.2,20.3,0.259,0.497,0.412,49.1
496,"Liberatore, Matthew",669461,STL,FF,4-Seam Fastball,-0.5,-2,406,38.3,111,0.305,0.486,0.359,16.0,14.4,18.4,0.321,0.564,0.392,46.1
497,"Waldichuk, Ken",686610,OAK,CH,Changeup,-1.0,-4,423,16.6,111,0.34,0.515,0.377,37.4,16.2,19.1,0.289,0.452,0.332,34.1
498,"Loup, Aaron",571901,LAA,SI,Sinker,-0.8,-4,452,54.0,110,0.361,0.505,0.427,12.3,16.4,15.3,0.274,0.467,0.359,43.0
499,"Stroman, Marcus",573186,CHC,SV,Slurve,0.6,3,506,23.0,110,0.24,0.38,0.302,30.1,30.9,22.4,0.253,0.411,0.314,38.8
500,"Syndergaard, Noah",592789,CLE,CH,Changeup,-2.4,-7,311,22.1,110,0.286,0.571,0.376,21.8,19.1,17.2,0.303,0.561,0.379,34.5
501,"Gomber, Austin",596295,COL,CU,Curveball,-0.8,-3,362,16.8,110,0.226,0.358,0.284,28.0,34.5,21.5,0.217,0.374,0.266,44.1
502,"Ragans, Cole",666142,KC,CH,Changeup,2.8,11,376,23.7,110,0.152,0.192,0.212,34.4,22.7,19.7,0.195,0.277,0.249,20.0
503,"Greinke, Zack",425844,KC,CH,Changeup,-0.8,-3,369,16.6,110,0.241,0.37,0.273,20.7,17.3,14.4,0.271,0.355,0.276,36.7
504,"Corbin, Patrick",571578,WSH,FF,4-Seam Fastball,-0.8,-4,493,16.9,110,0.327,0.541,0.376,12.1,6.4,7.3,0.358,0.702,0.452,54.6
505,"Cosgrove, Tom",676680,SD,ST,Sweeper,1.0,4,437,52.2,110,0.153,0.265,0.238,27.7,27.3,17.9,0.151,0.239,0.226,16.2
506,"Kirby, George",669923,SEA,SL,Slider,1.1,6,556,19.7,110,0.264,0.377,0.298,22.0,12.7,9.8,0.271,0.368,0.286,28.0
507,"Smith, Will",519293,TEX,SL,Slider,3.9,17,432,50.1,110,0.12,0.213,0.152,39.6,39.1,27.9,0.151,0.23,0.173,23.1
508,"Walker, Taijuan",592836,PHI,FC,Cutter,-0.5,-3,500,17.6,110,0.284,0.441,0.343,15.8,10.0,11.5,0.268,0.38,0.297,31.2
509,"Garrett, Braxton",666129,MIA,FC,Cutter,1.7,7,440,17.7,110,0.243,0.477,0.314,24.7,17.3,20.2,0.315,0.573,0.383,48.9
510,"Megill, Trevor",656730,MIL,FF,4-Seam Fastball,0.2,1,432,72.1,110,0.281,0.406,0.33,25.4,26.4,23.2,0.234,0.389,0.31,40.0
511,"Winckowski, Josh",670174,BOS,FC,Cutter,1.1,5,444,32.1,109,0.273,0.333,0.315,32.7,25.7,28.3,0.229,0.294,0.271,29.6
512,"Ramírez, Erasmo",541640,TB,FC,Cutter,-1.8,-7,416,43.2,109,0.354,0.556,0.4,17.0,11.9,16.5,0.307,0.515,0.369,47.2
513,"Bradish, Kyle",680694,BAL,FF,4-Seam Fastball,-1.4,-8,592,22.4,109,0.366,0.602,0.456,15.0,11.9,10.3,0.337,0.562,0.427,53.8
514,"Wells, Tyler",669330,BAL,CH,Changeup,0.1,0,353,18.5,109,0.196,0.382,0.282,32.8,26.6,20.7,0.209,0.356,0.269,19.2
515,"Kelly, Kevin",687330,TB,ST,Sweeper,0.0,0,436,40.9,109,0.212,0.288,0.248,27.5,22.0,14.6,0.198,0.278,0.226,22.5
516,"Castro, Miguel",612434,AZ,SL,Slider,0.9,4,420,41.7,108,0.171,0.333,0.235,33.8,30.6,23.4,0.194,0.36,0.246,23.6
517,"France, J.P.",641585,HOU,FC,Cutter,0.5,2,417,18.9,108,0.317,0.446,0.35,22.0,11.1,15.8,0.28,0.458,0.322,33.3
518,"Floro, Dylan",571670,MIN,SI,Sinker,0.0,0,306,31.8,108,0.344,0.396,0.377,8.7,21.3,25.0,0.253,0.31,0.295,45.2
519,"Bard, Daniel",453268,COL,SL,Slider,-0.3,-1,423,45.3,108,0.224,0.471,0.353,25.4,25.9,20.1,0.237,0.509,0.373,32.3
520,"Lively, Ben",594902,CIN,SI,Sinker,1.0,3,303,21.9,108,0.257,0.416,0.316,15.3,29.6,27.6,0.22,0.356,0.275,34.8
521,"Llovera, Mauricio",661440,BOS,SI,Sinker,0.3,1,392,63.1,108,0.245,0.287,0.314,10.6,16.7,15.8,0.26,0.37,0.321,46.8
522,"Houser, Adrian",605288,MIL,FF,4-Seam Fastball,0.3,1,441,23.8,108,0.227,0.34,0.293,23.7,25.9,16.4,0.198,0.354,0.276,54.3
523,"Martinez, Nick",607259,SD,SI,Sinker,0.6,2,393,22.4,108,0.293,0.333,0.306,8.8,10.2,11.6,0.31,0.414,0.338,30.0
524,"Castro, Miguel",612434,AZ,SI,Sinker,0.1,0,428,42.5,107,0.256,0.411,0.349,15.6,12.1,19.7,0.274,0.408,0.353,33.3
525,"Cisnero, José",542585,DET,FF,4-Seam Fastball,-0.6,-2,363,36.8,107,0.216,0.432,0.357,25.6,31.8,24.1,0.23,0.433,0.354,35.2
526,"Baker, Bryan",641329,BAL,FF,4-Seam Fastball,-0.8,-3,445,56.7,107,0.267,0.467,0.363,22.4,25.2,18.2,0.253,0.425,0.342,48.5
527,"Glasnow, Tyler",607192,TB,CU,Curveball,1.4,6,404,21.3,107,0.095,0.19,0.137,52.2,68.2,29.6,0.107,0.198,0.145,45.5
528,"Hudson, Dakota",641712,STL,SL,Slider,-1.4,-6,423,32.1,107,0.258,0.43,0.331,39.3,31.8,22.5,0.238,0.442,0.326,45.2
529,"Soto, Gregory",642397,PHI,SI,Sinker,1.6,7,418,43.3,107,0.209,0.275,0.295,21.4,15.0,20.0,0.223,0.305,0.291,31.6
530,"Jackson, Andre",656578,PIT,FF,4-Seam Fastball,1.1,5,446,44.6,107,0.222,0.367,0.327,19.1,18.7,17.5,0.259,0.444,0.357,47.2
531,"Long, Sam",669674,OAK,FF,4-Seam Fastball,-1.3,-5,384,49.5,106,0.348,0.522,0.402,15.7,13.2,12.1,0.319,0.534,0.392,43.2
532,"Quintana, Jose",500779,NYM,SI,Sinker,2.9,12,397,32.3,106,0.196,0.25,0.264,13.5,16.0,16.8,0.246,0.386,0.323,42.1
533,"Shuster, Jared",694363,ATL,FF,4-Seam Fastball,-1.4,-5,381,44.1,106,0.311,0.489,0.399,9.9,11.3,12.6,0.311,0.474,0.394,45.6
534,"Woodruff, Brandon",605540,MIL,FF,4-Seam Fastball,1.1,5,428,41.0,106,0.177,0.385,0.279,31.4,43.4,23.7,0.17,0.292,0.243,48.0
535,"Jackson, Luke",592426,SF,SL,Slider,1.2,4,367,69.9,106,0.2,0.3,0.269,27.4,30.2,24.4,0.196,0.318,0.245,33.8
536,"Beck, Tristan",663941,SF,ST,Sweeper,-2.0,-6,284,21.9,106,0.25,0.452,0.314,30.8,29.2,22.0,0.205,0.341,0.24,26.0
537,"Quantrill, Cal",615698,CLE,FC,Cutter,-1.3,-5,411,24.0,106,0.33,0.495,0.378,22.1,12.3,14.3,0.298,0.496,0.364,40.0
538,"Woo, Bryan",693433,SEA,SI,Sinker,1.1,4,369,25.5,106,0.213,0.372,0.314,20.8,16.0,16.2,0.234,0.339,0.293,28.2
539,"Muñoz, Andrés",662253,SEA,SL,Slider,0.7,3,406,48.6,106,0.23,0.36,0.287,48.3,39.6,29.6,0.197,0.294,0.238,34.5
540,"Ferrer, Jose A.",678606,WSH,FF,4-Seam Fastball,-0.6,-3,402,71.9,105,0.287,0.426,0.35,13.0,15.2,15.8,0.259,0.367,0.313,42.3
541,"Syndergaard, Noah",592789,CLE,SI,Sinker,-1.6,-6,366,26.0,105,0.363,0.593,0.435,13.8,8.6,15.0,0.328,0.527,0.407,46.4
542,"Davidson, Tucker",656353,KC,SL,Slider,-0.6,-2,375,44.3,105,0.34,0.485,0.377,23.1,16.2,16.5,0.335,0.492,0.374,37.0
543,"Scherzer, Max",453286,TEX,CH,Changeup,-0.2,-1,347,14.1,105,0.207,0.283,0.267,27.5,28.6,15.9,0.199,0.278,0.268,27.0
544,"Suárez, Ranger",624133,PHI,FF,4-Seam Fastball,-0.8,-4,434,21.5,105,0.304,0.478,0.377,21.9,22.9,22.9,0.29,0.504,0.37,45.7
545,"Kelly, Merrill",518876,AZ,FC,Cutter,0.2,1,508,18.1,105,0.22,0.352,0.311,24.4,23.8,21.9,0.229,0.367,0.309,26.9
546,"Littell, Zack",641793,TB,FF,4-Seam Fastball,1.0,4,415,31.2,105,0.26,0.44,0.323,22.0,28.6,21.0,0.224,0.429,0.29,50.7
547,"Devenski, Chris",606965,TB,CH,Changeup,-0.4,-1,350,51.5,105,0.227,0.361,0.271,36.0,29.5,23.3,0.224,0.375,0.276,30.0
548,"Dunning, Dane",641540,TEX,FC,Cutter,1.1,6,538,20.0,105,0.258,0.393,0.339,23.1,13.3,15.9,0.253,0.405,0.337,28.9
549,"Sewald, Paul",623149,AZ,ST,Sweeper,0.1,0,444,42.8,105,0.191,0.394,0.287,30.9,31.4,20.6,0.175,0.304,0.248,27.4
550,"Lucchesi, Joey",664192,NYM,SI,Sinker,1.3,5,360,51.7,105,0.295,0.474,0.365,14.8,11.4,18.8,0.308,0.558,0.397,44.6
551,"Jackson, Andre",656578,PIT,CH,Changeup,-2.2,-7,320,32.0,105,0.273,0.566,0.38,29.7,24.8,22.8,0.295,0.533,0.369,39.7
552,"Speier, Gabe",642100,SEA,SI,Sinker,1.0,3,358,45.8,104,0.296,0.439,0.34,18.6,14.4,20.5,0.279,0.414,0.319,37.3
553,"Maeda, Kenta",628317,MIN,SL,Slider,-1.8,-7,378,22.2,104,0.247,0.577,0.366,27.2,24.0,21.6,0.215,0.438,0.301,37.5
554,"Civale, Aaron",650644,TB,SI,Sinker,1.8,7,372,18.5,104,0.202,0.292,0.284,14.4,19.2,17.9,0.234,0.322,0.305,34.8
555,"Barlow, Scott",605130,SD,SL,Slider,1.6,7,444,37.1,104,0.191,0.292,0.255,35.9,27.9,24.4,0.189,0.266,0.247,21.9
556,"Erceg, Lucas",668674,OAK,SI,Sinker,0.1,0,319,30.3,104,0.28,0.354,0.369,28.9,15.4,25.4,0.206,0.266,0.305,26.9
557,"Weems, Jordan",607179,WSH,FF,4-Seam Fastball,0.3,1,444,48.3,104,0.198,0.523,0.369,24.3,23.1,26.1,0.264,0.567,0.398,40.6
558,"Weems, Jordan",607179,WSH,SL,Slider,1.1,5,399,43.4,104,0.204,0.323,0.267,28.4,29.8,23.3,0.206,0.335,0.264,40.0
559,"Miller, Bobby",676272,LAD,SI,Sinker,1.6,6,376,19.2,104,0.258,0.382,0.34,17.8,12.5,18.6,0.27,0.404,0.345,40.3
560,"Faedo, Alex",656412,DET,SL,Slider,-0.4,-1,394,38.1,104,0.192,0.364,0.283,41.3,30.8,21.1,0.179,0.32,0.233,22.4
561,"Allen, Logan",671106,CLE,CH,Changeup,1.2,5,454,21.3,104,0.191,0.223,0.231,33.0,29.8,19.4,0.215,0.285,0.252,38.5
562,"Fairbanks, Pete",664126,TB,FF,4-Seam Fastball,0.9,3,363,49.5,103,0.151,0.279,0.264,29.6,40.8,31.1,0.141,0.259,0.252,37.8
563,"Gore, MacKenzie",669022,WSH,SL,Slider,0.5,2,449,18.2,103,0.213,0.415,0.306,37.5,27.2,21.9,0.26,0.48,0.346,43.9
564,"Wilson, Bryse",669060,MIL,FC,Cutter,2.1,8,401,34.7,103,0.165,0.33,0.239,23.6,13.6,21.9,0.26,0.451,0.316,36.9
565,"Manoah, Alek",666201,TOR,SL,Slider,-1.8,-9,507,30.0,103,0.239,0.432,0.352,28.6,28.2,14.3,0.191,0.305,0.289,32.2
566,"Megill, Tylor",656731,NYM,CH,Changeup,-0.5,-2,334,14.9,103,0.264,0.396,0.333,24.1,15.5,18.0,0.262,0.389,0.329,30.7
567,"Detmers, Reid",672282,LAA,CU,Curveball,0.9,4,505,19.4,103,0.191,0.326,0.285,28.6,29.1,19.7,0.174,0.259,0.256,16.9
568,"Iglesias, Raisel",628452,ATL,CH,Changeup,1.6,5,307,35.3,103,0.182,0.313,0.232,40.8,35.9,32.5,0.166,0.265,0.197,27.0
569,"Ober, Bailey",641927,MIN,SL,Slider,-0.9,-4,457,19.6,103,0.255,0.48,0.338,32.9,30.1,17.6,0.249,0.463,0.319,37.3
570,"Blackburn, Paul",621112,OAK,SL,Slider,0.6,2,340,18.1,102,0.198,0.308,0.258,34.4,30.4,21.1,0.218,0.345,0.27,22.2
571,"Beck, Tristan",663941,SF,SL,Slider,0.2,1,430,33.1,102,0.309,0.489,0.386,23.0,13.7,20.3,0.296,0.496,0.361,42.0
572,"Clarke, Taylor",664199,KC,SL,Slider,0.8,3,395,37.0,102,0.242,0.429,0.329,32.3,24.5,20.3,0.193,0.369,0.287,39.4
573,"Bradley, Taj",671737,TB,FC,Cutter,-1.4,-6,451,24.8,102,0.312,0.581,0.4,29.5,19.6,22.5,0.284,0.501,0.359,51.4
574,"Brash, Matt",666374,SEA,FF,4-Seam Fastball,-0.1,-1,439,33.7,102,0.346,0.481,0.423,26.3,23.5,22.0,0.27,0.399,0.378,53.4
575,"Toussaint, Touki",657053,CWS,FF,4-Seam Fastball,-1.6,-6,375,23.5,102,0.294,0.426,0.427,21.7,17.6,19.6,0.281,0.474,0.43,50.0
576,"Winn, Keaton",676775,SF,FS,Split-Finger,0.3,1,329,55.4,102,0.221,0.347,0.271,34.4,22.5,22.3,0.221,0.355,0.271,42.5
577,"Toussaint, Touki",657053,CWS,SI,Sinker,-0.1,0,422,26.5,102,0.3,0.412,0.384,9.5,7.8,12.1,0.286,0.463,0.385,32.9
578,"Bibee, Tanner",676440,CLE,CH,Changeup,1.3,5,386,16.6,102,0.213,0.298,0.277,37.8,33.3,26.4,0.181,0.278,0.237,23.3
579,"Minter, A.J.",621345,ATL,FF,4-Seam Fastball,1.4,7,501,47.2,102,0.211,0.367,0.293,25.0,27.5,19.7,0.224,0.412,0.319,42.9
580,"Almonte, Yency",622075,LAD,ST,Sweeper,1.1,4,401,50.1,101,0.156,0.281,0.211,47.9,42.6,31.6,0.177,0.276,0.218,30.2
581,"Abreu, Bryan",650556,HOU,FF,4-Seam Fastball,1.1,5,499,41.2,101,0.165,0.259,0.248,37.3,30.7,26.3,0.186,0.322,0.277,35.1
582,"Urquidy, José",664353,HOU,FF,4-Seam Fastball,-0.9,-4,421,38.4,101,0.287,0.632,0.428,19.2,8.9,8.3,0.305,0.597,0.422,50.0
583,"Musgrove, Joe",605397,SD,FF,4-Seam Fastball,2.2,8,379,24.5,101,0.205,0.273,0.265,22.2,22.8,16.5,0.217,0.296,0.277,27.3
584,"Anderson, Chase",502624,COL,FC,Cutter,1.3,5,381,26.3,101,0.244,0.444,0.33,22.6,15.8,19.3,0.23,0.392,0.305,25.3
585,"Elder, Bryce",693821,ATL,FF,4-Seam Fastball,-0.2,-1,378,13.3,101,0.289,0.5,0.365,19.6,12.9,13.3,0.297,0.492,0.365,39.2
586,"Toussaint, Touki",657053,CWS,CU,Curveball,1.9,9,459,28.8,100,0.115,0.184,0.189,35.6,35.0,21.2,0.201,0.279,0.268,35.2
587,"Smith, Will",519293,TEX,FF,4-Seam Fastball,-1.3,-4,336,38.9,100,0.303,0.494,0.381,12.4,11.0,11.7,0.3,0.538,0.392,47.4
588,"Eovaldi, Nathan",543135,TEX,FC,Cutter,1.6,6,393,17.6,100,0.238,0.417,0.335,19.8,11.0,20.8,0.279,0.469,0.368,36.0
589,"Young, Alex",622065,CIN,CH,Changeup,-0.3,-1,314,35.8,100,0.196,0.37,0.288,39.9,34.0,28.6,0.199,0.326,0.26,46.6
590,"Ortiz, Luis L.",682847,PIT,FF,4-Seam Fastball,-3.9,-14,363,24.8,100,0.392,0.722,0.516,15.8,13.0,11.3,0.374,0.822,0.526,60.3
591,"Soto, Gregory",642397,PHI,SL,Slider,0.7,3,377,39.0,100,0.16,0.362,0.248,49.0,37.0,24.3,0.165,0.289,0.215,32.8
