,"last_name, first_name",player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
290,"Maeda, Kenta",628317,MIN,FS,Split-Finger,1.5,8,542,31.9,149,0.182,0.263,0.237,35.0,31.5,21.7,0.204,0.293,0.245,40.2
291,"Anderson, Tyler",542881,LAA,FC,Cutter,-0.4,-2,545,22.4,149,0.239,0.366,0.294,26.8,18.8,18.5,0.245,0.406,0.311,30.0
292,"Hudson, Dakota",641712,STL,SI,Sinker,0.3,1,497,37.7,148,0.308,0.526,0.391,7.2,1.4,3.0,0.325,0.561,0.408,51.9
293,"Gilbert, Logan",669302,SEA,FS,Split-Finger,0.7,3,432,14.8,148,0.174,0.34,0.221,35.0,46.6,25.2,0.165,0.261,0.187,31.2
294,"Topa, Justin",623437,SEA,SI,Sinker,2.2,10,467,44.6,148,0.263,0.321,0.287,12.2,19.6,22.3,0.262,0.346,0.296,41.3
295,"Jansen, Kenley",445276,BOS,FC,Cutter,0.7,4,568,78.8,147,0.239,0.358,0.297,27.5,28.6,26.4,0.206,0.336,0.271,37.0
296,"Crawford, Kutter",676710,BOS,FC,Cutter,0.0,0,591,28.2,147,0.289,0.43,0.349,24.4,10.9,17.4,0.241,0.374,0.298,27.7
297,"Irvin, Jake",663623,WSH,CU,Curveball,0.3,2,656,30.6,147,0.197,0.362,0.297,25.7,25.2,16.5,0.21,0.356,0.292,33.7
298,"Ragans, Cole",666142,KC,FF,4-Seam Fastball,-0.7,-4,636,40.1,147,0.234,0.411,0.341,27.9,32.7,22.4,0.193,0.358,0.305,52.6
299,"Keller, Mitch",656605,PIT,ST,Sweeper,-0.4,-2,502,16.1,147,0.219,0.321,0.284,27.2,27.9,16.3,0.258,0.393,0.307,30.2
300,"Martínez, Adrián",661309,OAK,SI,Sinker,0.0,0,558,59.2,147,0.271,0.419,0.332,13.9,17.7,16.5,0.281,0.458,0.354,36.8
301,"Pfaadt, Brandon",694297,AZ,ST,Sweeper,1.7,8,435,27.0,147,0.18,0.323,0.264,33.7,32.0,25.1,0.18,0.317,0.245,36.0
302,"Thompson, Mason",666168,WSH,SI,Sinker,-2.1,-10,509,56.9,146,0.369,0.541,0.433,12.1,11.0,17.6,0.305,0.48,0.393,41.3
303,"Nardi, Andrew",677053,MIA,FF,4-Seam Fastball,1.6,9,587,61.3,146,0.224,0.336,0.307,25.2,25.3,18.6,0.208,0.308,0.288,33.7
304,"Abreu, Albert",656061,NYY,SI,Sinker,-1.1,-6,567,54.3,146,0.294,0.471,0.412,19.7,21.2,23.7,0.245,0.404,0.355,48.9
305,"Harris, Hogan",663687,OAK,FF,4-Seam Fastball,-0.6,-3,520,46.9,145,0.252,0.445,0.379,21.8,21.4,19.0,0.239,0.438,0.355,51.7
306,"Freeland, Kyle",607536,COL,CU,Curveball,-1.5,-6,424,17.6,145,0.261,0.41,0.316,32.0,33.8,20.9,0.223,0.37,0.283,37.2
307,"King, Michael",650633,NYY,SI,Sinker,0.7,4,563,33.5,145,0.273,0.398,0.348,15.7,26.2,33.0,0.264,0.445,0.338,41.9
308,"Merryweather, Julian",657240,CHC,FF,4-Seam Fastball,0.1,0,502,40.9,145,0.248,0.372,0.365,20.6,21.4,22.6,0.25,0.446,0.387,54.2
309,"Jiménez, Joe",641729,ATL,FF,4-Seam Fastball,0.8,4,582,62.2,144,0.237,0.443,0.326,26.3,27.8,22.7,0.231,0.438,0.312,46.2
310,"García, Luis",472610,SD,SI,Sinker,-0.2,-1,442,43.8,144,0.331,0.441,0.393,14.7,6.9,13.7,0.319,0.438,0.368,42.4
311,"Diekman, Jake",518617,TB,FF,4-Seam Fastball,0.8,5,574,57.6,144,0.175,0.228,0.306,25.5,30.6,23.9,0.183,0.245,0.288,29.6
312,"Burke, Brock",656271,TEX,FF,4-Seam Fastball,1.0,6,590,64.6,144,0.234,0.423,0.298,19.9,19.4,15.2,0.23,0.382,0.274,35.1
313,"Whitlock, Garrett",676477,BOS,SI,Sinker,-0.4,-2,627,52.5,143,0.326,0.538,0.397,18.4,16.1,12.8,0.317,0.558,0.389,45.5
314,"Bernardino, Brennan",657514,BOS,SI,Sinker,2.5,12,483,55.8,143,0.252,0.362,0.321,18.5,24.5,29.4,0.265,0.404,0.331,38.0
315,"Manoah, Alek",666201,TOR,SI,Sinker,0.3,1,476,28.2,143,0.25,0.379,0.359,12.9,15.4,15.4,0.286,0.461,0.389,45.7
316,"Sewald, Paul",623149,AZ,FF,4-Seam Fastball,1.2,7,593,57.2,143,0.22,0.323,0.282,28.4,32.9,24.0,0.198,0.315,0.266,31.7
317,"Gibson, Kyle",502043,BAL,ST,Sweeper,2.1,12,562,18.5,143,0.147,0.228,0.184,46.7,40.6,24.5,0.183,0.345,0.245,29.6
318,"Sheehan, Emmet",686218,LAD,FF,4-Seam Fastball,-0.6,-4,619,60.0,143,0.24,0.504,0.362,20.2,11.9,10.2,0.23,0.509,0.367,46.2
319,"Sánchez, Cristopher",650911,PHI,CH,Changeup,0.9,4,477,32.7,143,0.148,0.274,0.218,43.0,40.6,27.8,0.165,0.269,0.21,23.1
320,"Alcantara, Sandy",645261,MIA,SL,Slider,-0.3,-2,548,20.1,142,0.227,0.364,0.298,35.2,21.1,19.7,0.252,0.383,0.302,35.3
321,"McHugh, Collin",543521,ATL,ST,Sweeper,-1.5,-7,488,47.9,142,0.262,0.408,0.34,29.9,24.6,19.3,0.262,0.442,0.33,38.5
322,"Heaney, Andrew",571760,TEX,CH,Changeup,-0.6,-2,441,16.9,142,0.274,0.452,0.347,24.0,10.6,15.8,0.304,0.518,0.362,31.4
323,"Walker, Ryan",676254,SF,SL,Slider,-0.5,-3,542,50.2,142,0.248,0.473,0.349,41.9,35.9,23.8,0.193,0.319,0.26,29.1
324,"Martinez, Nick",607259,SD,CH,Changeup,2.0,10,504,28.8,141,0.158,0.226,0.193,46.5,35.5,26.7,0.17,0.25,0.205,17.9
325,"Bieber, Shane",669456,CLE,SL,Slider,0.8,3,404,20.7,141,0.18,0.331,0.253,32.6,31.2,23.2,0.21,0.353,0.256,33.7
326,"Snell, Blake",605483,SD,CH,Changeup,2.2,13,584,18.4,141,0.185,0.266,0.259,46.8,18.4,26.3,0.204,0.299,0.274,15.3
327,"Miley, Wade",489119,MIL,CH,Changeup,0.0,0,460,24.6,141,0.219,0.281,0.278,23.9,15.6,15.3,0.232,0.294,0.269,25.2
328,"Kikuchi, Yusei",579328,TOR,CU,Curveball,0.3,1,543,19.3,140,0.284,0.463,0.343,30.7,24.3,25.4,0.266,0.415,0.307,37.0
329,"Gonsolin, Tony",664062,LAD,FS,Split-Finger,-0.5,-2,452,27.2,140,0.181,0.315,0.26,27.0,27.1,18.7,0.241,0.366,0.291,33.0
330,"Peterson, David",656849,NYM,SL,Slider,-2.5,-10,387,19.7,140,0.268,0.472,0.353,39.4,42.1,29.2,0.233,0.4,0.308,55.9
331,"Contreras, Roansy",672710,PIT,SL,Slider,0.9,5,505,44.3,140,0.221,0.359,0.275,36.5,24.3,17.0,0.25,0.384,0.295,39.8
332,"Lorenzen, Michael",547179,PHI,SL,Slider,1.1,6,551,23.3,140,0.242,0.352,0.29,29.3,15.7,15.3,0.303,0.489,0.363,46.7
333,"Lorenzen, Michael",547179,PHI,CH,Changeup,-0.2,-1,510,21.5,140,0.186,0.403,0.265,31.4,23.6,16.5,0.215,0.364,0.265,28.0
334,"Civale, Aaron",650644,TB,CU,Curveball,0.6,3,491,24.4,140,0.188,0.323,0.251,27.3,32.1,19.1,0.208,0.35,0.26,34.1
335,"Stanek, Ryne",592773,HOU,FF,4-Seam Fastball,1.7,9,555,64.2,140,0.216,0.392,0.301,24.8,20.0,18.8,0.22,0.412,0.314,44.9
336,"Canning, Griffin",656288,LAA,CH,Changeup,1.2,5,443,20.3,139,0.213,0.339,0.277,24.8,18.7,15.4,0.249,0.405,0.314,42.6
337,"McGough, Scott",543518,AZ,FS,Split-Finger,0.0,0,490,39.7,139,0.198,0.389,0.291,41.9,32.4,21.8,0.218,0.358,0.283,42.7
338,"Holderman, Colin",670059,PIT,SI,Sinker,0.3,2,466,50.1,139,0.298,0.395,0.336,15.9,13.7,17.0,0.282,0.445,0.347,44.9
339,"Miller, Bobby",676272,LAD,FF,4-Seam Fastball,0.8,5,567,28.9,139,0.258,0.367,0.3,20.6,16.5,15.9,0.259,0.403,0.315,40.6
340,"Flexen, Chris",623167,COL,FC,Cutter,-0.6,-3,514,29.3,139,0.287,0.504,0.369,20.2,10.1,12.2,0.286,0.5,0.358,39.1
341,"Hamilton, Ian",641656,NYY,SL,Slider,2.5,13,531,54.2,139,0.156,0.234,0.21,42.5,39.6,25.3,0.179,0.269,0.232,30.1
342,"Pivetta, Nick",601713,BOS,CU,Curveball,-0.2,-1,588,24.7,139,0.215,0.4,0.296,31.3,33.8,25.4,0.238,0.448,0.317,39.3
343,"Greinke, Zack",425844,KC,FF,4-Seam Fastball,-0.1,-1,589,26.5,138,0.276,0.472,0.358,15.9,14.5,15.3,0.322,0.593,0.406,47.2
344,"Lugo, Seth",607625,SD,SI,Sinker,2.2,10,473,19.9,138,0.208,0.36,0.294,8.9,19.6,21.4,0.223,0.377,0.296,36.7
345,"Grove, Michael",675627,LAD,SL,Slider,0.6,3,438,38.2,138,0.2,0.331,0.254,44.9,38.4,29.0,0.199,0.329,0.252,27.3
346,"Williamson, Brandon",682227,CIN,FC,Cutter,1.2,7,579,29.9,137,0.252,0.433,0.339,18.5,19.0,20.5,0.26,0.462,0.33,40.2
347,"Freeland, Kyle",607536,COL,SL,Slider,0.8,5,570,23.6,137,0.246,0.549,0.346,20.0,12.4,12.7,0.261,0.498,0.34,40.2
348,"Webb, Logan",657277,SF,ST,Sweeper,0.0,0,673,21.2,137,0.208,0.369,0.269,28.6,36.5,20.8,0.238,0.436,0.306,42.5
349,"Bradford, Cody",674003,TEX,FF,4-Seam Fastball,0.3,2,531,54.5,137,0.26,0.535,0.347,18.6,25.5,19.0,0.216,0.441,0.3,49.5
350,"Scholtens, Jesse",669947,CWS,SL,Slider,-1.7,-9,529,36.6,136,0.354,0.472,0.399,23.4,14.7,14.1,0.297,0.429,0.333,40.7
351,"Winckowski, Josh",670174,BOS,SI,Sinker,-0.9,-5,518,37.5,135,0.355,0.587,0.448,18.0,12.6,17.9,0.295,0.495,0.373,53.8
352,"Puk, A.J.",640462,MIA,FF,4-Seam Fastball,0.1,0,485,51.1,135,0.238,0.451,0.329,28.7,34.8,29.2,0.22,0.404,0.298,42.9
353,"Brito, Jhony",666745,NYY,CH,Changeup,-0.2,-1,419,29.0,135,0.232,0.392,0.297,28.2,24.4,19.1,0.229,0.389,0.292,34.0
354,"Wilson, Steven",621051,SD,ST,Sweeper,1.8,10,561,59.8,135,0.165,0.38,0.276,27.7,27.4,21.0,0.176,0.366,0.275,32.1
355,"Clevinger, Mike",605182,CWS,SL,Slider,0.4,3,572,27.2,134,0.203,0.366,0.284,30.6,21.6,17.3,0.227,0.392,0.303,31.9
356,"Neris, Héctor",593576,HOU,FF,4-Seam Fastball,1.9,11,565,51.7,134,0.153,0.306,0.289,29.1,28.4,21.5,0.187,0.371,0.315,35.6
357,"Stephan, Trevor",663986,CLE,FF,4-Seam Fastball,0.8,4,538,47.7,134,0.271,0.475,0.35,20.5,16.4,20.2,0.272,0.524,0.377,46.0
358,"Ortiz, Luis L.",682847,PIT,SL,Slider,-0.3,-1,478,32.7,134,0.246,0.449,0.34,31.2,22.4,18.5,0.268,0.464,0.346,42.2
359,"Scott, Tanner",656945,MIA,FF,4-Seam Fastball,1.6,9,572,47.4,134,0.215,0.298,0.287,31.1,29.1,23.2,0.237,0.333,0.291,26.8
360,"Gibaut, Ian",664139,CIN,FF,4-Seam Fastball,1.5,8,534,44.0,134,0.195,0.297,0.277,25.7,31.3,20.7,0.203,0.304,0.274,30.3
361,"Schmidt, Clarke",657376,NYY,CU,Curveball,0.4,2,519,19.1,134,0.198,0.314,0.269,34.5,41.8,18.6,0.183,0.265,0.242,34.8
362,"Kelly, Kevin",687330,TB,SI,Sinker,2.0,10,510,47.8,134,0.192,0.267,0.299,17.3,17.2,20.0,0.243,0.334,0.294,41.2
363,"Wentz, Joey",666214,DET,FC,Cutter,-0.3,-1,485,25.1,134,0.271,0.5,0.378,29.1,17.9,20.3,0.265,0.476,0.361,41.1
364,"Cortes, Nestor",641482,NYY,FF,4-Seam Fastball,0.1,1,556,52.1,134,0.213,0.352,0.284,24.9,30.6,19.7,0.186,0.286,0.247,47.6
365,"Taillon, Jameson",592791,CHC,FC,Cutter,-0.9,-5,562,22.2,134,0.311,0.521,0.412,27.4,14.9,18.7,0.289,0.521,0.377,35.0
366,"McClanahan, Shane",663556,TB,CH,Changeup,2.1,10,470,25.8,134,0.153,0.191,0.163,54.1,41.0,30.2,0.182,0.248,0.197,25.0
367,"Kahnle, Tommy",592454,NYY,CH,Changeup,1.1,6,519,75.8,133,0.2,0.374,0.291,35.4,25.6,19.9,0.197,0.326,0.275,23.8
368,"Yates, Kirby",489446,ATL,FF,4-Seam Fastball,1.4,8,569,53.8,133,0.167,0.389,0.314,27.7,33.8,27.1,0.189,0.446,0.349,46.9
369,"Teheran, Julio",527054,MIL,SI,Sinker,0.7,3,418,38.7,133,0.285,0.472,0.358,12.1,11.3,13.2,0.3,0.502,0.363,50.0
370,"Gray, Josiah",680686,WSH,FC,Cutter,1.4,7,500,17.8,133,0.243,0.461,0.349,20.5,20.3,16.1,0.241,0.497,0.353,44.4
371,"Carrasco, Carlos",471911,NYM,CH,Changeup,0.4,2,475,29.9,133,0.22,0.314,0.291,31.1,23.3,17.0,0.26,0.383,0.323,44.8
372,"Bradish, Kyle",680694,BAL,CU,Curveball,3.4,15,457,17.3,132,0.142,0.165,0.152,35.6,35.6,27.5,0.199,0.268,0.215,43.2
373,"Maton, Phil",664208,HOU,CU,Curveball,0.0,0,420,40.4,132,0.169,0.28,0.237,36.4,36.4,27.3,0.154,0.279,0.23,18.1
374,"Sims, Lucas",608371,CIN,SL,Slider,2.7,15,534,50.5,132,0.147,0.266,0.261,41.5,30.3,24.1,0.165,0.314,0.283,28.6
375,"Robertson, David",502085,MIA,FC,Cutter,2.5,14,570,53.4,131,0.183,0.252,0.255,25.9,29.0,25.9,0.192,0.304,0.267,35.9
376,"Nelson, Kyle",669459,AZ,SL,Slider,-0.9,-5,520,59.2,131,0.228,0.447,0.314,40.4,36.6,25.3,0.219,0.385,0.279,32.9
377,"McGough, Scott",543518,AZ,FF,4-Seam Fastball,0.3,2,625,50.7,131,0.239,0.46,0.354,18.0,26.0,22.2,0.25,0.441,0.344,58.0
378,"Gray, Sonny",543243,MIN,SI,Sinker,1.0,4,442,15.7,130,0.275,0.413,0.369,17.7,19.2,18.5,0.279,0.448,0.372,42.9
379,"Brito, Jhony",666745,NYY,SI,Sinker,0.9,4,474,32.8,130,0.282,0.436,0.341,14.9,8.5,12.6,0.298,0.452,0.356,39.3
380,"DeSclafani, Anthony",543101,SF,SI,Sinker,-1.0,-4,431,27.8,129,0.283,0.5,0.366,11.2,21.7,21.1,0.302,0.532,0.376,53.3
381,"Wesneski, Hayden",669713,CHC,ST,Sweeper,1.5,8,534,36.1,129,0.14,0.231,0.196,37.6,41.1,25.2,0.196,0.278,0.23,23.2
382,"Peguero, Elvis",665625,MIL,SI,Sinker,2.2,10,448,49.1,129,0.234,0.315,0.311,20.2,13.2,22.4,0.257,0.364,0.327,40.4
383,"Rodriguez, Eduardo",593958,DET,CH,Changeup,1.0,4,448,18.3,129,0.233,0.292,0.275,31.7,17.1,15.0,0.272,0.366,0.305,25.5
384,"Gallen, Zac",668678,AZ,CH,Changeup,1.6,7,453,13.9,128,0.21,0.336,0.267,31.4,24.2,20.5,0.237,0.384,0.295,34.1
385,"Olson, Reese",681857,DET,SL,Slider,-0.4,-2,534,30.6,128,0.217,0.433,0.321,41.6,32.0,22.8,0.216,0.441,0.3,40.5
386,"Lynn, Lance",458681,LAD,SI,Sinker,-0.6,-2,399,12.6,128,0.239,0.394,0.347,17.7,11.7,19.7,0.285,0.455,0.374,40.4
387,"Urías, Julio",628711,LAD,SV,Slurve,0.4,2,555,30.0,128,0.233,0.457,0.338,22.9,19.5,20.2,0.238,0.455,0.325,23.9
388,"Gomber, Austin",596295,COL,SL,Slider,0.3,1,434,20.1,128,0.275,0.383,0.306,24.7,14.8,16.8,0.26,0.406,0.302,35.9
389,"Blackburn, Paul",621112,OAK,SI,Sinker,-0.2,-1,450,24.0,128,0.306,0.435,0.382,15.0,28.9,25.7,0.224,0.332,0.304,47.2
390,"Allen, Logan",671106,CLE,ST,Sweeper,-0.4,-2,474,22.2,128,0.263,0.381,0.325,29.9,29.7,19.6,0.222,0.321,0.269,23.8
391,"Bieber, Shane",669456,CLE,FC,Cutter,-0.2,-1,526,26.9,128,0.316,0.465,0.391,29.3,8.6,16.2,0.321,0.503,0.389,37.9
392,"Wood, Alex",622072,SF,SL,Slider,-1.4,-6,446,26.1,128,0.288,0.441,0.362,25.0,19.5,16.3,0.259,0.44,0.339,37.5
393,"Rogers, Taylor",573124,SF,ST,Sweeper,1.1,5,471,56.5,128,0.165,0.33,0.287,32.6,30.5,25.3,0.173,0.32,0.273,31.5
394,"Leiter Jr., Mark",643410,CHC,FS,Split-Finger,0.3,1,359,34.0,128,0.134,0.223,0.217,48.2,50.8,30.1,0.127,0.232,0.216,31.3
395,"Wood, Alex",622072,SF,CH,Changeup,-0.3,-1,500,29.3,128,0.273,0.388,0.317,15.4,7.8,9.2,0.3,0.422,0.321,33.6
396,"Richards, Trevor",670950,TOR,FF,4-Seam Fastball,-1.5,-9,587,43.4,127,0.33,0.538,0.42,20.9,21.3,15.0,0.262,0.481,0.374,52.5
397,"Montero, Rafael",606160,HOU,FF,4-Seam Fastball,0.3,2,615,49.1,127,0.227,0.427,0.334,34.6,35.4,22.2,0.217,0.435,0.33,49.2
398,"Merryweather, Julian",657240,CHC,SL,Slider,1.4,9,605,49.3,127,0.205,0.303,0.238,45.3,39.4,24.5,0.198,0.291,0.229,29.2
399,"Gibson, Kyle",502043,BAL,FC,Cutter,-1.3,-6,504,16.6,127,0.345,0.552,0.398,15.4,6.3,13.1,0.323,0.488,0.368,35.4
400,"Ramírez, Yohan",670990,CWS,SI,Sinker,-0.5,-2,502,70.3,127,0.288,0.385,0.389,15.5,10.2,11.4,0.259,0.359,0.344,36.3
401,"Fried, Max",608331,ATL,FF,4-Seam Fastball,0.9,4,431,34.6,127,0.287,0.409,0.335,17.6,17.3,19.6,0.261,0.382,0.309,36.2
402,"Bassitt, Chris",605135,TOR,FC,Cutter,-1.3,-6,481,15.3,126,0.274,0.496,0.355,25.3,27.8,19.4,0.243,0.447,0.313,41.0
403,"Boyd, Matthew",571510,DET,FF,4-Seam Fastball,-0.6,-3,455,38.6,126,0.281,0.509,0.37,29.5,23.0,22.8,0.263,0.482,0.349,42.4
404,"Assad, Javier",665871,CHC,FC,Cutter,1.1,5,468,27.4,126,0.218,0.418,0.338,18.0,11.9,17.4,0.275,0.477,0.366,44.2
405,"Baumann, Mike",657508,BAL,FF,4-Seam Fastball,0.0,0,550,51.4,126,0.225,0.402,0.355,22.4,15.1,13.2,0.262,0.486,0.385,45.9
406,"Cruz, Fernando",518585,CIN,FS,Split-Finger,2.7,11,402,35.9,125,0.094,0.154,0.152,56.7,64.0,33.5,0.093,0.137,0.137,24.3
407,"Seabold, Connor",657756,COL,SL,Slider,-2.7,-13,476,30.5,125,0.313,0.616,0.423,26.2,14.4,10.7,0.255,0.475,0.339,37.5
408,"Flaherty, Jack",656427,BAL,CU,Curveball,0.1,1,512,19.4,125,0.204,0.372,0.282,40.2,33.6,21.8,0.221,0.326,0.274,29.2
409,"Greinke, Zack",425844,KC,SL,Slider,0.7,3,444,20.0,125,0.214,0.282,0.249,23.1,20.0,15.7,0.231,0.33,0.272,25.8
410,"Valdez, Framber",664285,HOU,CH,Changeup,0.1,0,464,15.7,125,0.231,0.342,0.299,31.1,23.2,26.9,0.259,0.385,0.301,36.3
411,"Rea, Colin",607067,MIL,FC,Cutter,-0.4,-2,533,26.4,125,0.248,0.524,0.379,29.4,11.2,13.7,0.267,0.494,0.377,38.7
412,"Ginkel, Kevin",656464,AZ,SL,Slider,1.6,7,454,43.0,124,0.162,0.248,0.202,40.4,37.1,25.6,0.161,0.23,0.191,37.0
413,"Pérez, Eury",691587,MIA,SL,Slider,1.9,9,473,30.8,124,0.183,0.365,0.261,47.7,39.5,28.5,0.164,0.3,0.227,34.3
414,"Verlander, Justin",434378,HOU,CU,Curveball,0.3,1,520,20.0,123,0.241,0.328,0.284,24.4,21.1,16.7,0.226,0.318,0.259,26.7
415,"Davies, Zach",605200,AZ,SI,Sinker,-1.9,-9,487,32.5,123,0.381,0.552,0.449,9.6,9.8,12.9,0.347,0.518,0.416,43.6
416,"Gore, MacKenzie",669022,WSH,CU,Curveball,-1.1,-5,463,18.8,123,0.257,0.416,0.331,37.9,34.1,24.3,0.23,0.396,0.297,40.3
417,"Wheeler, Zack",554430,PHI,FC,Cutter,-0.3,-1,453,14.4,123,0.27,0.426,0.332,22.8,17.9,16.4,0.291,0.439,0.337,34.4
418,"Berríos, José",621244,TOR,FF,4-Seam Fastball,0.6,4,599,20.4,123,0.254,0.456,0.325,27.6,22.0,20.0,0.275,0.501,0.345,51.7
419,"Bello, Brayan",678394,BOS,FF,4-Seam Fastball,-1.4,-8,540,20.6,122,0.31,0.646,0.424,19.9,18.0,12.4,0.285,0.559,0.374,46.7
420,"Graterol, Brusdar",660813,LAD,SI,Sinker,3.2,13,405,43.6,122,0.224,0.284,0.266,9.4,18.0,23.7,0.23,0.286,0.248,30.9
421,"Taillon, Jameson",592791,CHC,ST,Sweeper,1.1,4,380,15.0,122,0.233,0.333,0.255,27.4,27.9,20.9,0.209,0.32,0.231,24.1
422,"Peguero, Elvis",665625,MIL,SL,Slider,0.1,0,465,50.9,122,0.209,0.291,0.274,41.0,30.3,23.7,0.22,0.322,0.273,35.1
423,"King, Michael",650633,NYY,ST,Sweeper,-0.7,-4,493,29.3,122,0.264,0.455,0.348,39.5,29.5,22.6,0.226,0.367,0.299,26.7
424,"Lyles, Jordan",543475,KC,SI,Sinker,-1.2,-4,370,13.1,121,0.255,0.462,0.353,15.6,16.5,20.8,0.28,0.475,0.366,40.7
425,"Santos, Gregory",666619,CWS,SI,Sinker,-1.7,-8,459,43.8,121,0.339,0.477,0.4,21.0,14.9,16.5,0.288,0.37,0.326,38.5
426,"Carrasco, Carlos",471911,NYM,FF,4-Seam Fastball,-1.1,-6,512,32.3,121,0.358,0.651,0.462,16.6,8.3,8.4,0.33,0.593,0.427,51.0
427,"Weathers, Ryan",677960,MIA,FF,4-Seam Fastball,-1.9,-11,591,55.1,121,0.35,0.592,0.438,20.6,19.0,15.1,0.235,0.405,0.326,42.7
428,"Pressly, Ryan",519151,HOU,SL,Slider,1.7,7,411,40.1,121,0.184,0.316,0.252,35.0,25.6,27.0,0.245,0.393,0.285,43.5
429,"Walker, Ryan",676254,SF,SI,Sinker,0.7,4,535,49.6,121,0.279,0.356,0.333,17.5,22.3,21.1,0.232,0.307,0.287,23.8
430,"Anderson, Chase",502624,COL,FF,4-Seam Fastball,-2.1,-10,452,31.2,121,0.351,0.619,0.466,17.3,13.2,15.1,0.304,0.572,0.43,44.6
431,"Dunning, Dane",641540,TEX,CH,Changeup,-0.7,-3,421,15.6,121,0.301,0.478,0.367,25.8,12.4,13.8,0.28,0.445,0.335,32.7
432,"Littell, Zack",641793,TB,SL,Slider,0.9,4,428,32.2,121,0.27,0.47,0.342,17.9,7.4,15.8,0.309,0.497,0.357,45.8
433,"Contreras, Roansy",672710,PIT,FF,4-Seam Fastball,-3.3,-15,459,40.2,121,0.381,0.598,0.476,9.7,9.9,13.3,0.338,0.579,0.451,54.0
434,"Manoah, Alek",666201,TOR,FF,4-Seam Fastball,-2.1,-10,490,29.0,120,0.316,0.592,0.437,24.4,18.3,15.4,0.29,0.596,0.427,54.5
435,"Olson, Reese",681857,DET,FF,4-Seam Fastball,0.6,3,496,28.5,120,0.171,0.381,0.304,15.8,22.5,15.9,0.264,0.583,0.395,42.3
436,"Kelly, Merrill",518876,AZ,SI,Sinker,0.6,2,342,12.2,120,0.261,0.378,0.31,16.3,20.0,25.0,0.291,0.442,0.343,48.9
437,"Kaprielian, James",621076,OAK,FF,4-Seam Fastball,-0.7,-3,451,41.3,120,0.202,0.384,0.329,25.2,19.2,16.0,0.219,0.446,0.348,49.4
438,"Weaver, Luke",596133,NYY,CH,Changeup,-1.3,-6,452,20.0,120,0.316,0.547,0.383,32.3,26.7,21.5,0.275,0.412,0.304,30.6
439,"Hand, Brad",543272,ATL,ST,Sweeper,-0.6,-3,483,49.8,119,0.236,0.415,0.314,28.6,32.8,20.2,0.214,0.317,0.27,29.0
440,"Lively, Ben",594902,CIN,FF,4-Seam Fastball,-2.4,-10,444,32.1,119,0.362,0.667,0.472,18.1,10.1,13.8,0.327,0.613,0.431,37.6
441,"Stripling, Ross",548389,SF,SL,Slider,-0.1,0,424,29.2,119,0.274,0.487,0.344,17.9,11.8,13.9,0.295,0.554,0.374,47.5
442,"Pearson, Nate",663878,TOR,FF,4-Seam Fastball,1.0,5,456,61.9,119,0.229,0.381,0.313,24.3,20.2,21.1,0.233,0.421,0.325,51.9
443,"Faedo, Alex",656412,DET,FF,4-Seam Fastball,0.6,3,502,48.5,119,0.2,0.438,0.325,12.4,15.1,12.8,0.262,0.513,0.369,42.5
444,"Sims, Lucas",608371,CIN,FF,4-Seam Fastball,0.8,4,460,43.5,119,0.191,0.36,0.321,23.1,26.1,21.4,0.195,0.361,0.324,37.5
445,"Morgan, Eli",669212,CLE,CH,Changeup,0.8,3,377,31.4,118,0.236,0.327,0.286,30.8,32.2,23.3,0.215,0.321,0.256,23.3
446,"Díaz, Alexis",664747,CIN,FF,4-Seam Fastball,-1.1,-6,564,48.5,118,0.239,0.359,0.354,30.6,24.6,24.8,0.218,0.356,0.336,46.2
447,"Graveman, Kendall",608665,HOU,SI,Sinker,0.7,3,439,39.4,118,0.26,0.5,0.386,16.8,8.5,12.7,0.309,0.493,0.397,36.7
448,"Stripling, Ross",548389,SF,CH,Changeup,-2.5,-9,360,24.8,118,0.305,0.508,0.359,28.9,22.0,17.1,0.296,0.482,0.331,29.3
449,"Peterson, David",656849,NYM,SI,Sinker,0.9,5,498,25.3,118,0.314,0.486,0.399,16.5,11.9,20.9,0.303,0.45,0.364,47.3
450,"Pérez, Martín",527048,TEX,FC,Cutter,-2.6,-13,492,22.1,118,0.342,0.64,0.431,11.7,11.9,14.3,0.321,0.614,0.409,42.9
451,"Megill, Tylor",656731,NYM,SL,Slider,0.0,0,460,20.6,118,0.264,0.445,0.332,31.1,27.1,18.0,0.265,0.474,0.337,39.2
452,"Kremer, Dean",665152,BAL,SI,Sinker,1.3,6,425,14.5,118,0.269,0.38,0.317,8.1,12.7,19.7,0.307,0.456,0.359,40.9
453,"Beck, Tristan",663941,SF,FF,4-Seam Fastball,2.7,13,476,36.7,117,0.17,0.189,0.218,17.4,15.4,16.5,0.234,0.361,0.296,37.5
454,"Davies, Zach",605200,AZ,CH,Changeup,-1.9,-7,371,24.8,117,0.275,0.477,0.34,37.2,28.2,23.6,0.256,0.413,0.309,37.7
455,"Wilson, Bryse",669060,MIL,SI,Sinker,0.1,0,403,34.9,117,0.31,0.5,0.398,12.8,17.1,22.0,0.28,0.445,0.353,42.2
456,"Hernandez, Jose",669796,PIT,SL,Slider,1.5,7,481,55.9,117,0.17,0.259,0.216,39.5,42.7,29.8,0.176,0.258,0.21,23.8
